Age,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
,-0.011526,0.052154,0.034979,0.0024751,0.0035305,0.027238,-0.00019246,-0.0038343,0.015888,-0.0015969
,-0.01805,0.0045993,-0.023446,0.017932,-0.005935,-0.02397,0.0050697,-0.0037525,-0.00031344,0.010186
,-0.016723,0.0098537,0.00085064,0.0075989,0.025307,-0.014803,-0.01163,-0.018207,0.00326,-0.015862
,-2.45E-05,-0.0022698,0.0056806,0.0025844,0.010478,0.0089453,-0.0091728,-0.0054164,0.010123,0.018269
,0.010013,-0.0034641,-0.00045716,-0.0090943,-0.0095143,0.015554,-0.012428,-0.0086594,-0.010961,0.011973
,0.0058977,0.0024323,-0.024575,0.0096679,-0.0022118,0.0014906,0.0017405,0.02329,-0.014404,-0.0025435
,0.0019,-0.0088033,-0.018411,0.010962,-0.0035575,0.0069845,-0.023059,-0.028411,0.0051436,-0.0086745
,-0.0087964,0.018219,-0.0052974,-0.0050443,-0.010358,-0.0026673,0.0008803,0.030396,-0.00048878,0.020643
,-0.015905,0.014935,0.0085182,0.0029721,0.015466,0.0020782,0.029804,0.0088978,-0.0022947,-0.0098616
,0.01527,-0.0079275,0.003702,0.012607,0.016216,-0.015351,0.012817,0.0077437,0.0097603,0.012081
,0.0043988,0.0098205,0.023084,0.0060579,0.0096509,0.023815,-0.010181,0.012897,-0.02082,0.0077077
,0.0050152,-0.014914,-0.015178,-0.0031097,0.017574,0.0063942,-0.0092669,-0.0039001,-0.0028421,-0.016872
,0.011544,0.005282,0.019261,-0.010845,-0.004802,-0.010542,0.0011234,0.014322,-0.024769,-0.001765
,0.0034998,0.0074483,0.0049171,-0.0060708,-0.00016121,0.0056034,0.01442,0.0060568,-0.0091765,0.02208
,0.015178,0.022807,0.036929,-0.010746,-0.022256,0.015101,-0.013541,-0.0019599,0.00864,-0.021588
,-0.0064311,0.00099055,0.00055066,0.023608,-0.0025177,-0.045083,-0.019993,-0.012592,-0.031011,-0.0046201
,-0.018549,0.0089083,-0.0075764,-0.0014788,0.0094744,-0.022446,0.0081973,-0.0062194,0.035222,0.0012903
